"BibNumber","MinutesStartAfterNine","FinishMinutes"
5462,63.35,182.74
5463,63.5,209.3
5464,63.37,187.91
5465,63.37,177.77
5467,63.22,192.44
5468,63.25,178.67
5469,63.3,199.54
5470,63.5,187.41
5471,63.13,197.28
5473,63.53,185.88
5474,63.22,174.68
5475,63.27,181.51
5476,63.27,187.52
5477,63.55,189.19
5478,63.47,186.5
5479,63.43,211.22
5480,63.02,183.63
5482,63.42,190.5
5483,63.53,194.64
5484,63.05,185.82
5485,64.78,192.55
5486,63.25,189.33
5487,63.03,197.61
5488,63.1,180.18
5489,63.85,214.56
5490,63.37,190.09
5491,63.4,190.65
5492,63.72,190.96
5493,66.18,217.67
5494,86.67,225.39
5495,63.8,NA
5496,63.17,206.81
5497,63.73,209.73
5498,63.43,185.14
5500,63.4,179.91
5501,100.58,243.19
5502,63.43,215.03
5503,63.23,187.86
5505,63,189.64
5506,65.8,209.86
5507,63.47,190.97
5508,63.5,180.81
5509,63.75,250.87
5510,63.58,195.89
5511,63.52,193.46
5512,63.13,179.11
5513,63.62,205.28
5514,63.42,196.43
5515,86.45,NA
5516,63.42,215.89
5517,63.28,190.79
5518,63.53,204.63
5520,63.73,194.98
5522,63.88,191.79
5523,63.42,205.9
5524,63.72,205.13
5525,63.4,183.1
5526,63.22,192.41
5527,63.1,208.71
5528,63,185.91
5529,63.43,195.93
5530,66.33,228.37
5531,84.32,229.29
5532,62.2,193.7
5533,63.03,184.25
5535,63.5,211.38
5536,63.42,178.53
5537,63.1,179.93
5538,63.37,187.46
5539,62.97,186.68
5540,63.38,182.7
5541,80.65,183.45
5542,63.42,192.1
5544,63.68,200.4
5545,63.45,199.17
5547,63.65,185.47
5548,64,238.45
5549,63.37,181.83
5550,63.53,205.84
5553,63.55,207.1
5554,62.98,179.68
5555,63.77,208.57
5556,66.3,191.31
5560,63.5,185.94
5561,63.15,201.36
5562,63.13,188.77
5563,83.38,228.97
5564,63.18,198.63
5566,63.38,217.63
5568,63.57,195.89
5570,63.93,228.43
5571,63.2,187.64
5572,63.33,219.85
5573,63.77,180.81
5574,62.88,187.63
5575,63.57,186.19
5577,63.3,192.02
5578,63.32,199.8
5579,63.68,183.1
5580,63.6,204.51
5581,63.23,176.07
5582,63.25,210.64
5584,63.52,187
5585,63.7,202.92
5586,63.4,197.01
5587,64.95,200.25
5588,63.6,196.06
5591,63.58,191.79
5592,63.13,192.73
5593,63.45,192.23
5594,62.92,191.21
5595,63.17,193.77
5596,63.73,188.23
5597,63.63,179.72
5598,63.42,186.46
5599,60,179.18
5601,63.93,242.1
5602,63.58,197.79
5603,63.08,200.37
5604,64.3,207.8
5605,64.82,186.87
5606,63.1,199.21
5607,63.27,190.39
5608,63.67,200.22
5609,63.18,179.75
5610,85.5,NA
5611,63.63,197.96
5612,63.68,198.81
5613,63.65,186.31
5614,63.55,188.23
5615,63.8,202.57
5616,64.32,185.89
5617,63.47,194.89
5618,63.97,226.58
5621,63.87,202.21
5622,63.28,196.06
5623,63.8,178.11
5624,63.27,192.46
5625,83.13,210.15
5626,63.25,197.33
5627,63.55,184.08
5628,63.68,183.82
5629,63.38,185.37
5630,63.35,193.65
5631,63.52,189.27
5632,63.33,201.14
5633,63.53,189.98
5634,63.85,197.45
5635,63.62,185.16
5636,63.8,237.04
5637,63.45,203.69
5638,84.93,225.34
5640,63.62,180.85
5641,63.78,199.99
5642,63.35,197.59
5643,63.38,218.12
5644,63.63,193.65
5645,63.58,184.87
5646,63.82,211.57
5647,63.48,198.87
5648,63.77,184.39
5650,63.2,190.51
5653,63.45,217.97
5654,63.23,203.62
5655,63.48,191.61
5656,80.97,205.64
5657,80.4,216.15
5658,63.78,185.16
5659,63.42,189.59
5663,63.5,201.09
5664,63.63,199.13
5667,63.47,189.63
5668,63.35,184.47
5669,63.38,202.58
5671,63.2,185.25
5672,63.78,213.83
5673,63.65,179.96
5674,63.35,196
5675,63.5,189.3
5677,63.73,223.19
5680,63.5,NA
5681,63.58,192.39
5682,63.87,199.54
5683,63.82,200.65
5684,63.47,201.29
5685,63.73,191.14
5686,63.07,182.67
5687,63.92,215.08
5688,63.18,193.78
5689,63.8,196.85
5691,63.62,225.53
5692,63.43,185.4
5693,63.62,178.77
5694,63.42,219.26
5696,63.88,198.63
5697,63.52,219.13
5698,63.7,194.97
5699,65.47,193.98
5700,63.4,214.56
5702,63.3,197.98
5703,63.2,191.57
5704,63.42,NA
5705,63.18,208.34
5707,63.02,179.39
5708,65.32,208.62
5709,63.2,202.23
5710,63.42,188.59
5711,63,191.9
5713,63.7,206.19
5715,63.43,203.05
5716,63.88,261.01
5717,63.57,190.2
5718,63.88,187.05
5719,63.68,219.17
5722,63.72,190.9
5723,63.48,204.76
5725,63.43,185.22
5726,63.88,196.41
5727,63.17,182.5
5728,63.4,192.84
5729,63.65,196.81
5730,63.47,204.36
5731,63.48,184.8
5732,63.27,204.43
5733,63.23,202.99
5734,64.8,197.91
5735,86.87,NA
5736,63.92,186.91
5737,63.37,206.58
5738,63.68,193.81
5739,63.6,185.59
5740,63.12,179.92
5741,63.6,187.99
5742,63.32,194.49
5743,63.15,187.68
5745,63.87,191.07
5746,63.23,189.88
5747,63.75,186.35
5748,63.25,189.15
5749,65.83,196.61
5750,63.72,192.46
5751,63.58,199.24
5752,63.45,184.36
5755,64.5,191.83
5756,63.5,194.6
5757,84.88,229.05
5758,63.63,188.75
5759,63.05,197.38
5761,63.9,182.39
5762,63.03,225.27
5763,63.63,188.94
5764,63.42,215.81
5765,63.43,219.05
5766,103.63,NA
5768,63.88,227.5
5769,63.27,207.86
5771,63.18,184.94
5772,63.27,186.78
5773,63.48,203.99
5774,63.33,203.63
5775,63.82,176.54
5777,63.23,190.58
5778,63.53,220.19
5779,63.35,194.43
5780,64.05,205.65
5781,63.22,199.22
5782,63.88,280.72
5783,63.27,198.82
5784,63.32,204.22
5786,63.25,217.91
5787,63.65,214.13
5788,62.98,174.57
5789,63.6,213.05
5790,63.78,187.61
5791,63.32,274.77
5794,63.53,214.85
5795,63.6,185.47
5796,63.22,182.93
5797,63.6,180.05
5798,63.47,204.35
5799,63.45,204.45
5800,63.22,184.25
5802,63.55,199.99
5803,63.65,192.26
5804,63.53,186.74
5805,80.47,223.04
5806,63.35,231.85
5807,63.38,191.4
5808,63.48,180.72
5809,63.77,213.49
5810,63.13,199.32
5811,63.37,215.18
5812,63.3,193
5813,63.67,188.27
5814,63.2,176.62
5815,62.92,193.34
5816,63.1,194.88
5817,63.6,193.44
5818,63.38,213.73
5819,63.53,193.23
5821,63.28,200.14
5823,63.73,185.98
5824,63.37,191.33
5825,63.77,199.79
5826,63.55,186.76
5827,63.9,178.25
5828,63.77,187.92
5829,63.67,199.47
5831,63.07,203.42
5832,63.43,185.62
5833,63.37,256.41
5834,63.22,179.6
5835,63.13,194.62
5836,63.75,207.05
5837,63.28,220.04
5838,63.67,194.48
5839,83.5,227.08
5840,63.45,185.78
5841,63.78,187.45
5842,63.05,177.54
5843,63.52,186.65
5844,63.73,219.39
5845,63.4,187.88
5846,63.53,196.34
5847,63.27,191.22
5848,63.52,188.35
5850,63.83,228.86
5851,63.35,190.64
5852,63.72,181.95
5853,63.12,200.5
5854,63.6,222.86
5855,63.4,206.4
5856,63.58,194.34
5858,63.3,NA
5859,63.05,179.81
5860,63.28,193.24
5861,63.53,202.58
5862,63.78,196.71
5863,63.35,204.02
5864,63.9,215.91
5865,63.68,198.41
5866,63.8,189.41
5867,80.68,221.36
5868,63.57,197.46
5869,63.28,207.1
5870,63.18,189.15
5872,63.8,199.01
5873,63,186.8
5874,63.55,185.16
5876,64.37,267.61
5877,63.42,NA
5878,63,183.94
5879,63.15,196.32
5880,63.93,253
5881,65.43,190.98
5882,63.2,NA
5883,63.47,203.67
5884,63.62,192.45
5885,63.53,183.78
5886,63.2,212.82
5887,66.07,195.87
5888,63.5,199.71
5889,63.32,192.3
5890,63.32,196.46
5891,63.22,194.47
5892,63,176.56
5893,65.22,225.54
5894,63.45,184
5895,64.12,182.97
5896,63.47,183.87
5897,63.2,194.74
5898,63.57,199.68
5899,63.55,199.08
5900,63.22,194.77
5901,63.4,232.81
5904,63.32,190.59
5906,63.8,189.17
5907,63.42,186.62
5908,63.85,202.34
5909,63.28,204.93
5910,63.43,197.39
5912,63.47,193.95
5914,63.23,202.11
5915,63.27,184.45
5916,63.33,182.98
5917,63.25,191.96
5918,63.52,205.6
5919,63.17,187.85
5920,63.42,266.22
5921,62.93,186.21
5922,63.47,188.7
5924,63.18,185.94
5925,63.07,189.76
5926,63.7,199.29
5927,63.57,191.86
5928,63.67,223.1
5929,64.82,NA
5931,63.48,207.27
5932,63.1,184.73
5933,62.85,201.1
5934,63.05,210.93
5935,63.17,187.52
5936,63.33,195.22
5937,63.27,200.8
5938,63.2,190.16
5939,63.88,192.08
5940,63.17,190.47
5941,63.17,199.93
5943,65.55,228.47
5944,63.65,192.35
5945,63.67,214.64
5946,63.52,195.27
5947,63.55,189.9
5948,66.15,217.92
5949,63.43,214.54
5950,63.15,195.76
5951,66.15,238.28
5952,66.15,217.93
5953,63.03,188.75
5954,63.28,186.55
5956,63.35,213.49
5957,63.2,191.05
5958,63.75,201.71
5959,63.22,191.38
5960,63.78,191.33
5961,63.22,197.5
5962,63.02,183.23
5963,63.05,195.83
5964,63.57,194.88
5965,63.82,236.47
5966,62.98,187.95
5967,62.78,238.63
5969,63.73,222.84
5971,80.47,NA
5972,63.78,186.71
5973,63.13,219.67
5974,63.22,189.37
5975,63.68,223.77
5976,63.32,199.36
5977,63.82,181.29
5978,63.8,211.06
5979,63.82,188.8
5980,63.25,197.07
5983,63.33,177.65
5984,63.43,179.79
5986,63.33,192.25
5988,63.83,225.14
5989,63.48,196.52
5991,64.28,222.85
6000,64.13,234.31
6001,64.03,190.79
6002,63.9,203.17
6003,63.42,211.74
6004,63.78,186.33
6005,88.18,208.41
6006,64.13,199.3
6007,63.83,191.19
6008,62.45,195.8
6009,64.52,207.87
6010,64.03,229.14
6011,64.08,194.2
6012,64.17,198.5
6013,64.65,196.75
6015,63.88,185.81
6016,64.02,208.93
6017,65.57,NA
6018,64.15,184.33
6020,64.12,185.08
6021,64.08,190.44
6022,63.75,193.19
6023,82.47,206.85
6024,63.62,189.68
6026,84.55,234.13
6028,63.95,189.93
6029,64.75,198.15
6030,64.05,227.13
6031,63.83,179.09
6032,64.52,193.25
6033,64.57,187.3
6034,63.78,194.86
6035,64.05,221.72
6036,85.72,NA
6037,65.88,193.78
6038,63.9,193.53
6039,64.22,224.26
6040,63.42,187.69
6041,64.35,198.8
6042,64.58,219.23
6043,64.4,194.76
6044,64.75,238.58
6045,64.4,194.19
6046,64.23,233.25
6047,63.98,187.25
6048,65.35,194.88
6049,63.78,191.72
6051,64.18,191.59
6052,63.85,193.55
6053,64.47,185.5
6054,64.18,179.29
6056,64.08,201.18
6057,63.97,NA
6058,65.63,224.29
6060,64.08,204.75
6061,63.93,188.23
6062,64.07,205.94
6063,63.93,208.31
6064,64.3,198.56
6065,63.78,196.36
6066,64.05,176.4
6069,64.37,201.35
6070,63.77,178.35
6071,64.5,211.85
6073,64.13,196.32
6074,64.38,206.32
6075,65.05,194.38
6076,65.07,190.86
6077,64.23,223.81
6078,63.72,189.11
6079,64.45,186.63
6080,64.42,208.52
6082,64.12,196.56
6083,64.35,184.81
6085,70.12,227.4
6087,63.97,192.88
6088,64.02,213.51
6090,64.58,204.82
6091,64.03,197.02
6092,64.25,189.96
6093,80.43,204.22
6094,64.22,178.24
6095,63.82,184.3
6097,63.97,195.02
6098,64.35,201.31
6099,64.33,191.99
6100,63.98,185.92
6101,64.77,232.81
6102,63.97,200.45
6103,64.02,190.82
6104,64.82,190.99
6105,64.13,192.54
6106,65.45,213.24
6107,64.3,196.26
6108,64.35,187.75
6109,64,213.41
6110,63.87,184.9
6111,64.48,209.65
6112,80.92,218.67
6113,64.05,243.27
6114,63.83,169.4
6115,64.47,192.61
6116,64.1,189.25
6117,64.05,177.91
6118,63.23,176.48
6119,64.4,200.82
6120,63.82,207.5
6121,63.62,180.65
6122,64.4,221.12
6123,63.47,225.75
6124,64.25,208.77
6125,64.27,190.53
6126,65.85,218.27
6127,81.1,196.64
6129,64.27,178.64
6130,63.88,197.87
6131,64.33,188.47
6132,64.13,228.76
6134,63.97,186.43
6135,84.77,219.3
6136,64.13,205.28
6138,64.13,191.18
6139,63.83,201.32
6140,80.92,199.79
6141,64.2,203.45
6142,63.83,189.97
6143,63.35,191.1
6144,64.52,199.31
6145,65.28,205.31
6146,64.53,204.5
6147,64.23,197.93
6149,63.75,204.21
6150,64.15,198.49
6151,63.88,192.97
6153,63.95,188.31
6154,64,189.74
6155,63.95,191.75
6156,63.92,237.08
6157,63.88,203.76
6158,64.08,181.23
6160,64.35,218.23
6161,64.08,191.25
6162,64.13,196.7
6163,64.42,184.23
6164,65.67,193.05
6165,64.65,217.64
6166,63.92,197.39
6167,64.23,200.93
6168,64.17,192.19
6169,64.2,205.4
6171,64.2,169.23
6172,64.52,189.14
6173,64.05,187.8
6174,65.03,196.19
6175,63.95,190.39
6176,64.4,189.42
6179,63.6,200.33
6181,63.98,211.29
6182,63.62,191.17
6185,64.1,186.62
6186,64.17,192.16
6187,63.93,230.19
6188,64.17,183.86
6189,64.32,194.18
6190,83.6,201.45
6191,63.63,206.81
6192,64.13,190.36
6193,64,234.05
6194,64.63,193.52
6195,80.83,209.08
6196,64.1,195.24
6200,64.02,196.57
6201,64.25,199.55
6202,64.17,195.92
6203,65.68,205.88
6204,101.35,226.25
6205,64.05,193.52
6207,64.23,201.04
6208,64.18,185.95
6209,64.23,192.24
6210,63.72,187.05
6211,64.4,219.95
6212,64.02,229.04
6213,64.12,187.81
6214,64.33,185.95
6215,64.43,186.32
6216,64.28,197.57
6217,63.87,182.1
6218,64.02,176.94
6219,63.78,197.83
6221,64.23,209.21
6222,64.5,196.24
6223,85.35,219.5
6225,64.37,187.57
6226,64.38,187.59
6227,63.83,218.31
6228,64,189.47
6229,63.9,NA
6230,64.43,194
6231,63.87,251.72
6232,64.6,190.55
6233,64.4,206.06
6234,64.23,218.86
6235,64.5,207.77
6236,63.75,187.2
6237,63.98,213.01
6238,64.22,198.12
6239,63.67,177.65
6240,66.72,258.8
6241,64.08,213.08
6242,64.48,209.6
6243,63.82,206.06
6245,66.02,211.55
6246,64.28,200.38
6248,64.08,202.61
6249,63.72,188.77
6250,64,175.64
6251,60.6,188.01
6252,64.22,208.2
6253,64.42,199.32
6254,64.12,204.51
6255,63.88,213.38
6256,64.6,191.45
6257,63.9,184.28
6258,64.6,231.85
6259,64.33,201.39
6260,64.48,184.88
6261,64.28,205.55
6262,64.15,199.16
6263,64.17,197.18
6264,63.92,206.53
6265,64.1,199.25
6266,64.32,191.49
6267,63.97,194.72
6268,64.2,196.59
6269,82.43,206.93
6270,64.1,190.73
6272,63.93,187.65
6273,64.6,207.78
6274,64.15,234.12
6275,64.52,203.68
6276,64.18,208.58
6277,63.92,235.5
6278,64.25,196.52
6279,64.9,190.45
6281,64.25,213.34
6282,63.93,193.45
6283,63.93,197.17
6284,63.92,200.13
6285,64.07,182.96
6286,64.28,222.85
6287,64.18,186.36
6288,63.92,196.16
6289,82.67,203.97
6290,63.55,205.81
6291,63.87,193.36
6292,64.42,196.29
6293,63.68,200.66
6295,65.17,243.11
6296,63.93,189.6
6298,64.03,205.44
6299,64.22,191.86
6300,64.17,172.62
6302,63.85,187
6303,64.78,232.52
6304,64.2,193.84
6306,64.03,204.1
6307,64.07,186.18
6308,64.03,204.09
6309,64.4,180
6310,64.12,188.1
6311,64.35,190.83
6312,64.05,191.61
6313,64.3,186.83
6314,64.37,182.66
6315,64.6,217.4
6316,64.17,211.05
6317,64.35,204.29
6318,64.02,202.72
6320,64.42,212.27
6321,80.8,206.12
6322,65.12,217.74
6323,64.15,203.46
6325,64.45,186.48
6326,63.88,195.05
6327,64.67,213.41
6328,63.93,218.93
6329,64.3,196.54
6330,64.55,199.24
6331,64,178.83
6332,64.07,198.38
6333,64.08,189.24
6336,80.73,203.63
6337,64.17,187.57
6338,64.3,200.3
6339,63.68,204.4
6340,64.85,195.53
6341,64.5,187.62
6342,64.32,222.71
6343,63.9,182.76
6346,64.1,192.83
6347,64.55,187.47
6348,64.62,204.94
6349,85.7,223.57
6350,64.05,182.05
6351,64.47,188.97
6352,63.8,190.06
6353,64.67,192.12
6355,64.55,217.18
6356,64.47,195.53
6357,64.7,204.42
6358,64.27,197.71
6359,64.12,189.72
6360,64.28,198.53
6361,64,192.11
6362,63.95,196.95
6363,64,203.26
6364,64.82,205.12
6365,64.5,191.47
6366,63.85,167.76
6367,83.92,206.83
6368,64.18,190.19
6370,64,203.75
6372,64.18,192.08
6373,64.08,198.12
6374,64.23,196.07
6375,66.08,215.99
6376,64.67,183.01
6378,64.25,212.13
6379,63.87,190.89
6381,63.88,196.11
6382,63.92,189.66
6383,64.1,233.92
6385,63.92,204.97
6386,64,199.22
6387,63.97,204.01
6388,64.7,193.12
6389,64.58,190.96
6390,64.68,203.42
6391,64.47,180.55
6392,64.17,181.21
6394,64.05,194.61
6395,64.37,225.42
6396,64.75,204.9
6397,64.6,199.7
6398,80.8,213.5
6399,64.28,201
6400,64.15,191.72
6401,64.08,190.96
6402,64.4,188.06
6403,64.45,189.43
6404,64.42,197.95
6406,64.07,195.21
6407,64.57,190.53
6408,64.03,188.41
6409,63.58,276.12
6410,64.27,204.17
6411,64.4,190.48
6412,64.18,173.62
6413,63.83,188.32
6414,65.05,201.88
6415,63.77,179.26
6418,84.63,239.48
6419,64.1,194.34
6420,64.17,203.3
6421,63.98,211.14
6422,64.12,192.05
6423,64.02,188.94
6424,64.97,203.09
6425,64.12,213.48
6426,64.4,203.58
6427,64.27,196.9
6428,64.57,229.46
6429,64.25,219.28
6432,63.88,232.8
6434,65.72,208.89
6436,63.77,198.42
6438,63.93,184.77
6439,64.48,184.09
6440,65,217.06
6441,81.28,218.3
6442,63.95,191.09
6443,64.65,NA
6444,63.8,173.95
6445,64.62,191.11
6446,64.25,201.75
6447,64.72,221.98
6449,64.42,202.66
6450,64.38,209.59
6451,64.13,NA
6452,64.87,194.69
6453,63.93,190.62
6454,81.02,230.82
6455,64.12,201.94
6456,64.65,206.69
6457,64.82,198.38
6458,65.48,200.51
6459,64.32,220.46
6460,64.42,202.17
6461,64.25,197.13
6462,63.98,220.16
6463,64,185.95
6464,63.73,179.81
6465,64,190.01
6466,64.25,176.99
6467,63.73,184.01
6468,63.63,194.04
6469,63.73,188.82
6470,64.3,208.25
6472,64.53,208.23
6473,63.95,176.65
6474,63.98,196.62
6475,63.78,235.15
6476,64.27,196.21
6479,65.5,227.53
6480,64.68,219.81
6481,63.62,184.44
6482,64.32,215.96
6483,63.98,173.95
6484,64.08,235.15
6485,64.12,197.21
6486,64.15,189.24
6487,66.2,191.22
6488,64.3,177.6
6489,64.22,212.92
6490,63.97,200.78
6491,64.15,238.14
6492,64.07,212.76
6493,64.03,182.98
6494,64.18,210.69
6496,64.57,NA
6497,63.9,193.64
6500,63.88,187.4
6501,81.22,196.83
6502,64.3,227.58
6503,63.72,201.63
6504,66.42,187.29
6505,64.47,185.88
6506,81.62,213.84
6507,64.52,208.32
6509,64.32,189.4
6510,64.4,214.16
6511,64.08,200.55
6512,64.22,206.15
6513,63.87,191.48
6514,64.43,193.14
6515,64.78,188.45
6516,66.13,192.05
6517,64.03,200.3
6518,80.98,221.37
6519,63.65,201.67
6520,63.92,192.16
6521,63.95,190.26
6522,63,190.92
6523,63.73,179.56
6525,66.33,NA
6526,63.95,213.81
6527,64.17,198.42
6528,63.97,184.22
6531,64.5,193.31
6532,64.52,181.66
6533,110.47,194.16
6534,64.13,197.44
6535,64.2,193.32
6536,64.13,191.3
6537,64.02,191.3
6538,64.37,182.1
6539,64.23,232.9
6540,64.48,191.7
6541,63.62,202.1
6542,64.05,189.2
6543,63.85,182.17
6546,64.05,190.89
6547,64.2,194.39
6548,64.57,182.11
6549,64.55,202.11
6550,64.45,NA
6551,64.22,204.76
6552,64.02,186.66
6553,64.1,198.94
6554,64.2,202.58
6556,63.98,200.6
6557,63.63,189.39
6561,63.47,195.04
6564,65.2,231.13
6565,64.42,190.65
6567,64.53,198.14
6569,64.48,191.05
6570,64.33,190.21
6574,64.13,200.84
6575,64.73,189.32
6576,64.45,204.2
6577,64.28,198.12
6579,65.38,253.09
6580,64.35,221.36
6581,63.57,217.68
6582,64,198.02
6583,66.43,220.43
6586,64.28,199.35
6587,63.8,244.59
6588,67.38,232.2
6590,63.8,210.87
6591,64.07,191.91
6592,64.63,191.62
6593,64.12,193.79
6594,64.13,188.46
6595,63.77,185.63
6596,63.95,192.6
6597,63.92,200.91
6598,63.68,186.35
6599,63.93,192.61
6600,64.45,208.99
6601,65.18,192.84
6606,63.82,233.1
6607,64.53,219.25
6608,64.32,203.4
6609,64.2,184.08
6610,64.47,227.71
6611,63.98,180.37
6613,64.07,202.36
6614,63.72,214.83
6615,63.95,191.72
6616,63.97,198.83
6619,63.62,201.44
6620,63.95,193.55
6621,63.85,194.44
6622,66.25,212.21
6623,63.95,197.66
6625,64.1,NA
6626,64.27,193.89
6627,64.27,215.18
6629,64.07,198.62
6631,63.75,205.8
6632,64.47,191.8
6634,64.28,217.29
6635,63.8,194.19
6636,63.6,184.57
6637,63.47,177.93
6638,64.07,202.12
6640,64.07,212.61
6641,64.72,240.15
6642,63.97,196.54
6643,63.97,194.94
6644,65.27,195.25
6645,65.02,203.74
6647,63.9,197.78
6648,65.47,222.82
6649,63.85,199.37
6650,64.05,180.94
6652,64.12,190.44
6653,64.65,210.64
6654,63.82,186.43
6655,64.38,189.58
6656,64.4,206.12
6657,63.68,179.19
6659,63.97,221.31
6661,64.62,217.77
6662,64.33,202.45
6663,64.13,203.08
6664,64.4,202.17
6665,63.6,205.59
6666,64.02,197.32
6667,63.55,177.15
6669,64.18,201.64
6670,64.17,202.64
6671,63.98,199.45
6672,64.17,211.94
6673,63.37,197.88
6674,63.98,200.76
6675,63.72,200.64
6676,81.47,245.59
6677,63.88,191.5
6678,62.58,214.12
6680,63.95,183.08
6681,64.03,205.07
6682,64.1,204.26
6683,64.28,211.72
6684,64.15,188.34
6685,64.15,216.2
6686,63.92,191.52
6687,64.05,207.77
6688,64.35,203.09
6689,63.97,199.35
6690,64.07,214.4
6691,64.18,190.5
6692,64.75,196.58
6693,64.02,200.26
6694,64.48,191.04
6695,63.65,187.24
6696,63.63,175.93
6697,63.97,197.39
6698,64.25,190.37
6699,64,198.36
6700,64.03,189.74
6701,64.33,189.18
6702,64.2,211.85
6703,64,203.88
6704,64.12,192.63
6705,64.07,190.67
6708,64.2,203.29
6709,64,194.76
6710,64.93,204.46
6711,63.88,186.8
6713,64.15,194.47
6715,64.77,186.51
6716,64.03,232.85
6717,64.38,211.8
6718,64.47,221.51
6719,64.67,189.13
6720,64.08,189.77
6722,64.62,188.59
6723,64.03,191.66
6725,64.77,198.81
6726,64.57,192.79
6727,64.95,208.47
6728,63.87,201.02
6729,64.2,211.95
6730,64.08,213.12
6732,80.28,188.91
6733,63.98,188.41
6734,63.93,233.23
6735,63.95,184.43
6736,64.88,197.43
6737,64.4,211.77
6738,64.27,193.67
6740,63.93,195.79
6741,64.02,203.65
6742,65.08,199.77
6744,64.32,187.75
6745,64.07,185.59
6747,64.32,200.56
6748,64.65,198.54
6749,64.4,210.77
6750,64.57,210.07
6751,64.18,195.85
6752,64.18,189.28
6753,64.27,201.38
6754,64.33,189.6
6755,63.7,188.41
6756,64.08,195.3
6757,64.53,NA
6758,64.57,228.41
6760,63.95,194.35
6761,64.08,204.85
6762,64.97,206.58
6763,61.93,199.93
6765,64.25,NA
6766,64.62,205.57
6767,63.9,199.07
6769,63.88,200.01
6770,63.88,198.95
6773,64.23,199.12
6774,64.15,200.02
6775,64.15,189.32
6776,64.38,192.19
6777,64.12,213.76
6778,64.22,226.85
6779,63.55,189.13
6780,64.38,193.47
6781,64.28,220.8
6782,64.05,184.1
6783,64.3,195.76
6784,64.82,256.53
6785,64.23,203.72
6786,63.58,189.13
6788,64.3,196.21
6789,64.75,198.09
6790,63.95,202.76
6791,64.43,181.24
6792,65.45,217.79
6794,64.07,189.36
6795,84.57,236.23
6796,64.25,207.04
6797,64.45,230.62
6798,64.38,216.55
6799,64.12,201.6
6800,63.97,193.42
6801,65.05,194.39
6802,64.35,200.35
6803,66.38,198.58
6804,64.25,216.62
6805,64.22,202.97
6806,63.87,205.93
6808,64.43,191.31
6809,64.37,207.74
6811,64.18,204.57
6812,63.85,212.58
6813,65.13,196.95
6814,64.08,220.64
6815,64.02,206.87
6817,64.07,193.2
6818,64.6,187.14
6819,63.87,246.01
6820,64.13,194.5
6822,63.88,195.24
6824,65.7,190.74
6825,64.32,194
6826,64.08,195.76
6827,64.03,197.47
6828,64.23,187.11
6830,64.07,193.59
6831,64.82,198.1
6832,63.73,220.42
6833,64.68,194.51
6834,63.93,193.53
6835,64.22,202.51
6836,64.3,258.05
6837,64.43,189.73
6838,64.45,NA
6839,64.48,185.74
6840,63.58,199.65
6841,63.77,226.59
6842,66.47,214.18
6843,64.4,220.43
6844,63.75,227.89
6845,64.35,211.21
6846,64.17,205.11
6847,64.22,206.15
6848,64.37,232.46
6849,64.18,196.47
6850,63.55,195.7
6851,83.03,199.99
6852,64.13,193.46
6854,64.48,191.72
6855,64.37,208.32
6856,64.22,206.68
6857,64.3,199.95
6858,63.9,206.78
6859,65.5,198.85
6860,64.2,183.33
6861,64.03,200.79
6862,64.22,191.72
6863,63.5,222.63
6864,65.13,196.22
6865,66.18,218.73
6866,64.43,189.02
6869,64.45,192.35
6870,64.28,222.56
6871,65.6,228.3
6872,64.18,190.64
6873,64.03,205.67
6874,64.03,200.86
6875,64.27,196.23
6876,64.12,213.17
6877,65.7,219.81
6878,63.98,187.54
6879,63.77,192.39
6880,64.2,212.8
6881,63.93,183.32
6882,64.53,217.57
6883,64.28,192.43
6884,66.68,213.14
6885,64.2,202.61
6886,64.02,203.39
6887,64.1,204.21
6888,63.98,195.63
6889,64.08,215.56
6890,64.68,208.5
6891,64.52,199.34
6893,63.92,214.02
6894,63.88,195.92
6895,64.32,210.16
6896,64.12,214.94
6897,64.35,204.34
6898,64.03,218.37
6899,65.27,256.72
6900,63.68,185.22
6901,64.4,203.12
6902,84.75,225.75
6903,66.15,217.67
6905,64.27,189.45
6906,65.77,201.33
6907,110.2,225.62
6908,64.52,190.19
6910,65.02,189.96
6911,85.53,226.81
6914,64.23,NA
6916,63.83,203.28
6917,63.88,188.87
6918,63.88,198.28
6919,63.97,182.23
6921,63.9,185.95
6922,64.32,186.5
6923,64.37,202.13
6924,64.43,200.4
6926,63.93,203.81
6927,64.03,190.62
6928,64.38,195.55
6929,64.63,194.72
6930,63.92,191.96
6931,63.87,200.8
6932,63.73,185
6933,64.07,201.79
6934,64.05,188.54
6936,64.17,205.57
6937,63.78,198.46
6938,63.75,230.22
6940,64.63,196.34
6941,66.2,200.05
6942,65.08,189.41
6943,64.33,198.9
6944,64.55,216.96
6945,64.1,192.33
6948,64.48,181.58
6949,63.82,195.4
6950,64.05,190.12
6951,84.1,225.27
6952,64.23,180.61
6953,64.43,189.89
6954,64.13,213.4
6955,64.08,199.42
6957,64.03,201.64
6958,65.57,194.32
6959,64.4,192.94
6964,81.83,215.03
6965,64.53,198.38
6966,81.98,222.97
6967,64,NA
6968,64.47,181.29
6970,64.42,203.07
6971,79.48,197.08
6972,64.23,200.54
6973,64.12,200.09
6974,64.3,NA
6976,64.3,193.56
6977,64.8,200.37
6978,64.4,184.22
6979,63.77,203.06
6980,64.15,194.17
6981,63.85,175.87
6982,64.15,194.17
