"BibNumber","MinutesStartAfterNine","FinishMinutes"
14330,83.08,207.95
14331,83.85,251.96
14332,84.05,211.55
14333,83.8,242.04
14334,83.78,207
14335,84.07,209.65
14336,83.25,198.32
14337,83.65,224.75
14338,83.33,218.14
14339,84.02,211.89
14340,83.17,236.64
14341,83.72,232.03
14342,83.1,210.39
14343,84.5,216.28
14344,83.43,215.38
14345,83.62,212.7
14346,84.12,216.31
14347,83.57,259.98
14350,86.43,215.51
14351,83.43,226.54
14352,83.27,222.13
14353,84.07,224.4
14354,83.27,214.3
14356,100.65,NA
14358,83.82,225.28
14359,85.98,216.36
14360,83.73,219.52
14361,83.37,209.88
14362,83.58,229.03
14363,83.47,229.85
14364,83.75,229.48
14365,84.5,227.22
14366,84.07,222.86
14367,84.07,NA
14368,83.93,229.55
14369,83.07,220.17
14370,85.62,215.55
14371,83.47,217.15
14372,83.53,209.42
14373,86.58,211.11
14374,86.58,211.1
14375,83.95,NA
14376,83.35,215.73
14377,84.08,227.82
14378,83.63,215.45
14379,83.77,247.67
14380,83.43,216.55
14383,85.83,231.31
14384,84.32,216.89
14385,84.23,223.31
14386,83.6,234.41
14387,84.88,227.28
14388,83.67,217.21
14390,83.85,219.8
14391,83.98,216.52
14393,83.28,216.34
14394,83.52,214.56
14395,84.07,207.37
14396,102.98,NA
14397,84.13,250.3
14398,83.63,225.96
14399,86.02,225.68
14400,84.43,229.4
14402,83.38,214.06
14403,84.02,223.13
14404,84.03,207.41
14405,85.92,209.71
14406,83.4,209.35
14407,104.87,NA
14408,83.82,NA
14409,83.9,214.21
14410,83.83,208.17
14411,82.12,204.71
14413,83.82,235.55
14414,101.08,216.51
14416,83.88,231
14417,83.75,254.59
14418,83.83,203.03
14419,83.77,217.91
14420,83.1,215.42
14424,84,210.41
14425,83.37,189
14426,83.33,245.68
14427,83.37,237.05
14428,83.3,210.91
14430,89.42,216.98
14431,84.28,209.07
14432,83.55,NA
14433,83.9,221.65
14434,105.85,NA
14435,83.37,222.13
14436,83.78,247.79
14437,100.53,231.37
14438,83.72,218.07
14439,83.68,214.55
14440,84.5,223.96
14441,83.4,220.89
14443,84.03,218.03
14444,86.22,252.66
14445,85.65,234.58
14446,83.48,233.58
14447,83.82,213.6
14449,83.02,NA
14450,83.5,188.69
14451,83.53,225.32
14452,65.23,213.72
14453,83.27,209.92
14454,83.87,226.38
14456,83.5,225.12
14457,83.1,247.65
14458,83.08,219.29
14459,83.88,211.47
14460,83.4,229.32
14461,83.1,204.21
14462,83.55,234.44
14463,83.53,214.7
14465,83.87,198.52
14467,83.2,224.85
14468,83.63,213.91
14469,83.88,214.03
14470,83.97,223.02
14471,84.42,222.56
14472,83.28,224.81
14473,83.73,215.24
14474,83.92,244.54
14475,84.13,224.74
14476,83.53,240.94
14477,84.53,221.76
14478,83.97,240.38
14479,83.22,213.97
14480,83.6,253.66
14481,83.12,221.4
14482,83.68,225.4
14483,84.02,213.35
14484,83.83,205.48
14485,83.28,204.23
14486,83.67,228.95
14487,83.83,206.59
14488,83.47,236.43
14489,84.05,219.75
14490,83.55,232.4
14492,84.12,249.45
14493,83.75,213.33
14494,86.58,222.43
14495,84.07,218.94
14496,83.88,208.48
14497,80.62,193.25
14499,79.98,227.27
14500,83.82,251.39
14501,84.8,223.51
14504,83.03,198.88
14505,83.65,214.21
14506,83.33,244.37
14507,83.95,212.44
14508,83.3,216.9
14509,83.82,215.07
14510,84.17,209.82
14511,83.9,221.91
14512,83.35,230.99
14513,83.4,218.13
14514,83.47,213.22
14515,100.87,246.76
14516,84,208.74
14518,83.85,239.91
14519,83.67,205.69
14520,84.03,214.43
14521,83.38,228.99
14522,83.92,224.78
14523,84.25,221.28
14524,83.55,226.95
14526,83.88,199.91
14527,83.35,223.6
14528,86.05,230.34
14529,84.1,221.51
14530,83.87,226.57
14532,83.28,225.78
14533,83.72,236.05
14535,85.58,218.74
14536,83.55,209.47
14538,83.57,237.26
14540,84.17,217.6
14542,83.62,238.03
14543,85.52,221.07
14544,83.9,211.59
14545,83.47,234.06
14546,83.82,229.87
14547,83.95,204.2
14548,83.72,215.97
14549,83.67,217.51
14551,82.93,248.93
14552,84.15,209.16
14553,84.12,225.23
14554,101.25,NA
14559,84.18,227.96
14560,83.87,203.18
14561,84.43,221.48
14562,84.1,225.35
14563,83.62,225.2
14566,83.1,NA
14567,83.75,210.66
14569,83.37,230.84
14571,84.33,235.14
14573,84.27,203.54
14574,83.52,222.33
14575,86.3,218.42
14576,83.78,251.49
14577,83.57,218.16
14578,83.43,203.64
14579,101.37,214.93
14580,83.78,217.21
14581,83.48,218.89
14582,83.13,227.5
14583,83.7,212.89
14584,84.15,225.82
14585,83.28,241.38
14586,83.27,215.03
14587,83.33,214.84
14588,83.85,222.64
14589,84.05,221.98
14590,83.42,218.21
14591,83.42,230.79
14592,83.5,229.47
14594,84.52,234.9
14595,83.9,213.2
14597,83.25,207.95
14598,86.35,256.03
14601,84.1,217.62
14602,84.02,221.2
14603,83.97,204.65
14604,86.15,225.29
14605,83.42,210.83
14606,84.07,212.23
14607,83.72,195.37
14608,83.28,210.25
14609,83.42,210.9
14610,83.17,266.68
14611,83.92,219.61
14612,84.18,214.7
14613,83.93,219.82
14614,83.23,219.11
14615,83.23,233.33
14616,83.85,213.31
14617,83.95,221.55
14619,84.15,211.6
14620,83.85,NA
14621,84.25,211.33
14622,83.77,226.37
14624,83.22,245.4
14625,83.82,227.89
14626,83.95,221.14
14627,83.52,238.53
14630,83.62,211.52
14631,84.17,206.22
14632,83.72,207.12
14633,83.78,209.3
14634,83.83,211.23
14635,83.62,227.89
14636,83.5,229.35
14638,83.33,214.13
14639,101.57,213.56
14640,83.93,213.9
14641,100.02,225.3
14642,84.02,196.37
14643,83.93,221.67
14645,83.45,212.79
14646,83.73,207.75
14647,84.07,212.91
14648,82.98,224.97
14649,83.4,230.69
14650,83.52,227.65
14651,83.85,210.65
14652,84.08,220.55
14653,83.7,214.82
14654,86.33,217.49
14655,83.68,203.64
14656,83.48,214.05
14657,83.9,230.43
14658,84.12,219.39
14659,83.75,223.88
14660,84.8,225.76
14661,84.08,207.33
14662,84.35,243.67
14663,83.65,221.28
14664,83.5,209.35
14665,83.2,234.9
14666,86.2,NA
14667,84.08,216.19
14668,83.22,197.3
14669,83.5,229.1
14670,83.17,216.85
14673,83.12,208.06
14674,83.47,219.71
14675,83.48,218.3
14676,83.32,209.48
14677,83.7,217.52
14679,83.82,204.64
14681,83.65,217.44
14682,83.87,212.19
14684,83.88,217.96
14686,83.72,217.56
14687,83.47,227.82
14688,83.27,215.68
14689,83.4,NA
14690,83.4,211.15
14691,83.35,257.34
14692,83.42,217.55
14693,85.7,228.36
14694,83.72,220.28
14695,83.07,225.05
14696,83.25,236.12
14697,83.33,242.41
14698,83.88,222.18
14699,83.38,231.63
14700,84.5,214.38
14701,83.17,226.66
14702,83.45,218.58
14703,83.98,215.21
14704,83.8,198.29
14705,83.6,NA
14706,87.42,215.98
14707,82.93,207.02
14708,83.22,217.84
14709,83.38,203.15
14710,84.13,236
14711,83.17,239.85
14712,84.23,218.22
14713,83.58,223.4
14714,84,230.41
14715,83.65,228.88
14716,86.88,243.51
14717,84.07,215.52
14718,83.43,218.18
14719,83.28,207.99
14721,83.35,226.18
14722,83.63,NA
14723,83.82,219.14
14724,83.63,217.91
14726,83.43,219.26
14727,83.98,233.32
14728,82.72,196.11
14729,83.87,207.01
14730,83.27,228.7
14731,83.47,227.88
14733,83.9,216.14
14734,83.33,222.54
14735,82.73,223.47
14736,83.85,212.22
14737,84.07,213.96
14739,83.88,218.95
14740,83.42,223.76
14741,83.42,226.04
14742,84.08,217.63
14743,84.08,246.16
14744,83.03,200
14745,83.8,221.9
14746,83.75,239.1
14747,83.3,217.41
14748,83.68,208.44
14749,83.2,224.86
14751,86.08,246.48
14752,86.47,234.6
14753,88.88,244.17
14754,83.57,210.97
14756,83.67,214.53
14757,84.03,237.64
14758,83.98,231.77
14759,83.77,240.26
14760,83.3,227.2
14761,82.87,218.61
14763,83.73,214.87
14764,84.02,221.45
14765,84.02,209.63
14766,84.02,220.17
14767,89.38,231.06
14768,85.68,223.29
14769,85.37,231.08
14770,83.8,204.91
14771,83.85,221.84
14772,83.47,220.29
14773,84.67,205.81
14774,83.62,215.19
14775,83.85,248.37
14776,83.92,227.23
14778,83.28,206.04
14779,83.75,217.8
14780,86.4,209.41
14782,83.1,210.27
14783,83.12,229.26
14784,83.32,223.83
14785,84.08,207.59
14786,84.18,229.78
14787,83.9,213.43
14788,83.2,236.29
14789,86.32,227.35
14790,86.4,246.69
14791,83.62,210.51
14792,84.13,224.82
14794,83.62,229.12
14795,84.47,233.09
14796,84.1,216.81
14797,84.28,237.29
14798,83.88,217.49
14799,85.23,240.26
14801,83.95,200.8
14802,83.45,226
14803,82.25,208.72
14804,83.53,232.3
14806,83.32,207.33
14807,83.47,221.88
14808,83.43,232.29
14809,86.13,220.16
14810,83.98,222.31
14812,85.62,225.06
14813,86.75,NA
14814,83.6,218.73
14815,84.4,213.97
14816,83.97,216.62
14817,85.92,230.64
14818,84.1,216.53
14819,83.7,219.3
14820,83.77,221.18
14821,83.9,228.79
14822,83.38,219.82
14823,83.5,209.22
14824,86.78,227
14825,83.3,186.64
14828,88.88,231.53
14829,84.43,201.35
14830,83.83,220.74
14831,83.67,223.19
14832,83.63,254.55
14833,83.62,205.33
14835,85.92,256.28
14836,84.08,209.14
14837,83.82,209.16
14838,85.5,230.6
14840,83.38,214.39
14841,83.93,224.55
14842,84.05,258.7
14843,84.12,215.04
14844,83.78,228.47
14845,83.12,197.54
14846,83.63,207.72
14847,83.48,221.22
14849,83.27,220.91
14851,84.05,218
14852,83.3,219.86
14853,83.82,219.39
14854,84.67,NA
14855,83.87,230.45
14856,83.38,214.14
14857,83.62,219.7
14859,83.3,231.16
14860,83.28,228.08
14861,108.33,207.17
14862,85.03,217.9
14864,84.68,225.6
14865,83.97,216.21
14866,83.38,212.66
14868,83.42,216.79
14869,83.15,232.44
14870,83.83,209.04
14871,84.13,209.89
14872,83.37,216.39
14873,83.73,206.39
14874,83.62,220.51
14875,83.07,224.13
14877,83.67,222.25
14878,84.12,208.78
14879,84,218.82
14880,83.85,217.75
14881,83.27,198.12
14882,83.33,238.55
14883,84,217.32
14884,83.47,203.04
14885,83.25,215.82
14887,84.2,220
14888,104.93,221.43
14889,103.7,241.47
14890,83.43,224.89
14893,103.75,NA
14895,84.4,216.8
14896,83.77,217.5
14899,84.03,231.51
14900,83.58,NA
14902,85.1,252.4
14903,84.58,218.08
14904,83.52,221.54
14906,83.8,215.62
14907,84.25,219.95
14908,83.12,212.53
14909,83.8,217.43
14910,83.43,207.62
14911,83.93,232.54
14912,83.38,218.61
14914,84.02,224.37
14915,83.43,242.09
14916,83.1,223.3
14919,83.48,248.81
14920,83.62,220.82
14921,83.45,209.99
14922,83.7,201.78
14923,84.08,222.71
14924,84.23,213.09
14925,83.42,215.01
14927,83.45,215.19
14928,83.13,217.38
14929,100.7,212.13
14930,83.2,204.41
14931,83.68,NA
14932,85.35,224.94
14933,83.7,214.01
14935,83.52,220.23
14936,83.5,238.49
14937,83.62,222.92
14938,83.95,232.14
14939,84.1,225.27
14940,83.25,239.69
14941,83.7,220.03
14942,83.77,221.48
14943,83.5,220.22
14944,101.42,217.26
14945,83.93,218.6
14946,83.8,207.07
14947,83.77,212.84
14948,86.75,220.88
14949,83.65,235.18
14950,83.85,225.41
14951,83.88,216.62
14952,101.25,218.64
14953,83.68,210.43
14954,83.63,223.08
14955,83.15,212.44
14956,84.33,227.2
14957,83.05,199.48
14959,83.88,261.24
14960,83.07,214.26
14961,83.35,219.31
14962,84.05,227.3
14963,83.8,227.21
14964,83.53,NA
14965,83.47,207.83
14966,84.62,217.79
14967,83.85,207.94
14968,83.87,209.33
14970,84.03,218.02
14972,83.42,224.59
14973,83.77,201.83
14974,83.53,220.92
14975,83.08,252.26
14977,83.85,238.83
14978,83.38,214.05
14979,83.97,215.72
14980,83.7,266.33
14981,83.23,240.47
14984,85.55,222.34
14985,83.22,263.78
14986,83.92,234.51
14987,85.17,242.39
14989,83.73,222.27
14990,83.27,222.84
14991,85.92,207.78
14992,83.05,211.17
14993,83.37,210.02
15000,84.73,210.82
15001,84.45,252.27
15003,83.98,219.4
15004,84.13,224.57
15005,84.67,209.75
15006,84.22,214.33
15007,83.78,224.47
15008,86.12,209.47
15010,84.5,217.77
15012,85.05,222.14
15013,106.88,NA
15014,84.42,NA
15015,85,209.21
15016,84.1,210.82
15017,83.88,223.84
15018,84.37,219.86
15019,83.68,208.6
15020,84.42,207.92
15021,84.97,229.16
15022,85.63,220.23
15023,84.42,210.53
15025,84.58,215.98
15026,84.25,222.79
15027,84.3,229.98
15028,86.1,213.9
15029,84.43,216.77
15030,84.5,227.14
15031,85.43,201.36
15032,84.48,222.69
15034,83.92,226.73
15036,84.58,217.38
15037,83.8,213.5
15038,83.93,230.23
15039,84.52,218.66
15040,84.22,212.18
15041,84.08,NA
15042,84.52,203.29
15043,84.22,212.42
15044,84.62,224
15045,84.08,219.01
15046,100.48,215.34
15047,84.77,216.93
15048,84.55,229.26
15049,86.43,NA
15050,84.48,214.77
15051,84.38,225.34
15052,85.02,226.55
15053,84.9,223.03
15054,84.08,214.01
15055,100,NA
15056,100.5,214.48
15057,83.82,218.3
15058,85.25,229.82
15059,83.92,200.05
15060,84.22,213.3
15061,84.5,200.96
15062,84.47,245.38
15063,84.43,211.15
15064,83.82,223.42
15067,84.25,219.1
15069,84.65,223.37
15070,85.2,222.5
15071,84.2,229.21
15072,83.95,217.86
15073,84.6,213.19
15074,84.87,202.98
15075,84.53,213.62
15078,85.05,NA
15079,84.57,216.45
15081,84.18,226.16
15082,84.45,211.38
15083,84.68,218.46
15084,84.23,239.95
15085,84.33,226.5
15086,83.88,259.58
15087,84.2,229.58
15088,84.7,210.18
15089,84.9,223.76
15090,84.68,216.14
15091,84.35,221.62
15092,100.78,245.44
15093,84.72,NA
15094,84.6,228.98
15095,84.48,218.01
15097,83.75,211.65
15099,84.52,208.13
15100,86.08,237.44
15101,84.23,210.21
15102,82.37,219.2
15103,85.3,196.09
15104,107.67,NA
15105,85.02,232.25
15106,85.92,218.48
15107,83.88,207.06
15109,84.38,225.28
15110,85.45,214.33
15111,84.62,208.14
15113,84,205.81
15114,84,204.28
15115,84.12,214.31
15116,84.52,246.73
15117,84.45,222.79
15118,84.52,219.56
15119,86.78,NA
15121,84.85,256.67
15122,84.08,218.05
15123,84.65,231.76
15125,84.6,249.33
15126,84.72,238.01
15127,84.17,210.81
15129,84,251.02
15130,91.57,224.2
15132,85.4,231.77
15133,84.57,215.31
15134,84.68,208.88
15135,84.07,214.15
15136,83.65,220.08
15137,84.38,207.76
15139,85.03,220.48
15140,84.18,222.26
15141,84.27,203.73
15142,84.78,204.05
15143,85.05,218.02
15144,84.72,221.61
15145,84.2,217.52
15146,84.73,226.48
15147,84.72,239.53
15148,83.97,245.78
15150,84.3,211.79
15151,106.98,NA
15152,86.58,261.89
15153,84.17,200.98
15154,84.12,219.51
15155,85.03,217.91
15156,84.33,230.6
15157,84.17,221.74
15158,84.13,234.35
15159,84.27,214.67
15160,86.35,221.05
15161,84.28,204.75
15163,84.02,204.76
15164,84.52,256.01
15165,84.18,228.78
15166,84.57,223.69
15167,83.73,229.72
15168,84.05,232.63
15169,84.23,217.5
15170,86.7,244.23
15171,85.08,NA
15172,84.58,223.42
15173,84.38,209.7
15174,83.95,220.34
15176,84.33,217.08
15177,84.2,210.46
15178,84.62,252.91
15179,84.07,NA
15180,84.37,226.72
15181,84.73,228.01
15182,102.45,238.63
15183,84.3,251.07
15184,83.97,214.14
15185,84.58,209.16
15186,84.5,223.8
15187,86.63,220.89
15188,84.58,226.02
15189,84.15,194.21
15190,84.05,223.57
15191,84.57,221.61
15192,83.8,214.42
15193,84.77,210.02
15194,86.37,226.82
15195,84.02,204.3
15196,83.77,217.02
15198,84.95,217.06
15199,84.23,247.71
15200,85.33,231.87
15201,85.23,257.96
15202,84.83,228.11
15203,84.47,205.32
15204,85.75,NA
15205,84.5,219.87
15206,84.48,242.82
15208,84.45,216.11
15210,84.5,261.43
15211,84.45,239.11
15213,84.55,211.48
15214,84.28,235.42
15215,84.12,218.1
15216,84.35,233.49
15218,84.53,212.75
15219,84.22,214.64
15220,84.35,217.39
15221,84.33,232.66
15222,84.38,224.97
15223,84.37,230.1
15225,84.62,224.55
15226,84.42,220.03
15227,105.52,NA
15228,84.1,216.27
15230,84.88,218.85
15231,100.15,217.94
15232,84.62,212.2
15234,86.17,235.56
15235,85.58,219.65
15236,85.62,234.78
15237,100.5,234.82
15238,84.3,223.91
15239,84.9,210.95
15240,88.9,212.58
15241,64.25,222.3
15242,84.57,209.83
15243,85,224.93
15244,84.57,210.59
15245,84.27,218.12
15246,84.37,219.5
15247,84.68,230.87
15249,84.35,239.48
15251,84.12,249.87
15252,84.8,209.59
15253,88.75,228.95
15254,85.07,NA
15255,101,230.55
15257,84.48,250.54
15258,84.05,218.4
15259,84.2,231.63
15260,99.98,211.94
15262,84.5,216.69
15263,84.3,235.36
15264,85.32,213.16
15265,84.27,211.86
15266,84.95,210.94
15267,84.62,222.85
15268,84.15,222.75
15270,84.8,212.5
15271,83.9,252.76
15272,84.28,214.41
15273,85.08,230.91
15275,84.55,214.38
15276,85.35,238.14
15277,85.1,215.19
15278,84.93,220.82
15279,85.58,236.26
15280,84.87,221.42
15281,84.27,224.39
15282,84.33,233.14
15283,84.03,210.53
15284,84.83,237.42
15285,84.33,254.79
15286,84.82,263.4
15288,84.3,246.75
15289,85.35,219
15290,100.03,228.59
15291,84.3,264.04
15292,84.52,229.44
15293,84.45,234.28
15294,84.28,211.52
15295,85.08,217.08
15296,84.03,221.2
15297,84.27,217.05
15299,84.88,226.39
15300,84.62,211.81
15301,84.8,215.33
15302,84.28,208.17
15303,83.87,224.8
15304,84.8,223.31
15305,84.82,260.24
15308,84.57,226.82
15309,84.33,220.58
15310,84.45,216.34
15311,85.27,221.07
15314,84.33,221.61
15315,85.57,228.72
15316,83.98,218.02
15317,84,NA
15318,84.42,254.28
15321,84,219.98
15322,84.32,234.52
15324,84.63,234.84
15325,84.73,212.91
15326,86.85,212.56
15328,84.17,208.04
15329,84.68,225.61
15330,85.75,200.07
15331,84.58,219.97
15332,84.45,236.11
15333,84.93,223.6
15334,84.75,238.1
15335,83.95,222.14
15337,84.72,219.23
15338,84.68,232.74
15341,84.37,237.7
15342,84.43,212.98
15343,84.52,231.95
15344,85.35,254.13
15345,84.3,226.91
15346,84.13,235.37
15347,84.52,230.93
15348,84.13,212.85
15349,84.53,223.72
15350,85,224.53
15351,84.37,213.73
15352,84.57,242.11
15354,83.83,243.46
15355,86.42,219.36
15356,84.22,250.83
15357,84.08,NA
15358,84.62,239.4
15359,101.23,222.28
15360,84.47,224.94
15361,84.7,221.61
15362,84.78,239.47
15363,84.32,217.61
15364,84.78,254.82
15365,83.62,218.39
15367,86.25,254.13
15368,84.28,211.75
15369,84.53,202.32
15371,84.45,233.59
15372,84.25,233.29
15373,84.62,218.37
15374,84.33,237.47
15375,83.6,232.36
15376,84.68,221.17
15377,84.33,213.98
15378,84.7,221.84
15379,83.78,217.13
15380,84.75,216.43
15381,100.68,225.11
15382,84.35,220.58
15383,85.43,213.46
15384,84.33,245.21
15385,99.98,218.68
15386,100.57,239.88
15387,84.72,230.74
15388,100.02,222.62
15389,84.95,224.03
15390,83.85,217.74
15391,84.23,211.58
15392,84.87,238.38
15393,84.55,203.35
15395,86.53,248.63
15397,84.63,229.75
15398,84.82,209.03
15399,84.43,222.18
15400,84.08,234.62
15402,84.53,204.83
15404,85.48,233.45
15405,85.18,236.52
15406,84.57,243.84
15407,84,216.18
15408,84.42,248.09
15409,84.28,212.07
15410,83.93,243.81
15411,85.35,208.28
15412,84.23,208.43
15413,84.57,223.89
15415,84.67,236.96
15416,84.9,248.72
15417,100.6,232.41
15418,85.67,223.8
15419,85.03,210.22
15420,86.72,228.43
15421,84.38,221.36
15422,86.45,262.32
15423,84.62,202.48
15424,84.4,218.67
15426,84.48,241.15
15427,100.03,223.74
15428,84.05,220.86
15429,84.35,214.36
15431,84.25,225.58
15432,100.85,221.24
15433,84.8,212.91
15434,101.02,228.31
15435,84.48,228.99
15437,84.45,220.43
15438,84.22,232.06
15439,84.77,213.35
15440,83.03,221.99
15442,84.17,223.03
15443,84.38,217.07
15444,100.82,215.61
15445,84.1,223.76
15446,85.67,202.24
15447,84.78,228.33
15448,84.78,217.45
15449,84.13,229.18
15451,84.13,213.63
15452,84.68,217.68
15453,84.7,220.24
15454,85.02,235.89
15456,86.68,214.15
15457,84.22,236.21
15458,84.23,250.76
15459,84.12,NA
15460,84.78,235.11
15461,84,198.23
15462,84.28,252.45
15463,84.48,232.53
15464,84.27,224.11
15465,84.85,221.13
15466,84.57,218.53
15467,84.22,220.01
15468,85.57,229.97
15469,84.23,225.53
15470,84.88,216.08
15471,84.4,236.66
15472,86.23,226.23
15473,86.23,252.45
15474,84.38,210.95
15475,83.85,214.66
15476,84.95,234.19
15477,84.32,204.56
15478,85.03,215.75
15479,84.92,235.75
15480,86.38,211.84
15481,83.92,217.66
15482,84.18,221.92
15483,84.97,223.21
15484,83.9,204.74
15485,83.87,214.3
15486,84.12,216.91
15487,84.63,216.01
15488,84.38,224.11
15489,100.5,NA
15490,84.97,230.89
15493,84.75,236.03
15494,84.53,210.69
15495,85.95,256.35
15497,84.7,211.47
15498,84.28,215.23
15499,84.2,229.92
15500,84.58,201.91
15501,84.87,218.19
15502,84.28,256.88
15503,84.87,205.35
15504,84.45,230.39
15505,83.85,221.14
15506,86.05,217.78
15507,84.68,223.2
15508,84.82,217.04
15509,84.2,237.12
15510,86.15,225.8
15511,83.17,219.03
15512,84.65,211.03
15513,84.22,248.79
15515,84.43,228.95
15516,84.35,203.73
15517,84.42,218.03
15518,85.23,230.8
15519,84.53,221.44
15520,84.37,218.37
15521,84.37,213.5
15522,84.72,212.94
15523,89.42,216.53
15524,84.68,232.74
15526,85.68,227.15
15527,84.42,230.85
15528,84.42,226.22
15529,84.63,222.53
15530,84.12,210.27
15531,84.03,228.5
15532,83.93,252.85
15533,84,208.43
15535,84.37,264.71
15536,84.27,222.61
15537,84,NA
15538,84.03,252.52
15539,84.73,211.54
15540,86.22,229.92
15542,84.9,236.35
15545,88.92,NA
15548,86.2,223.75
15549,84.85,234.06
15550,84.42,226.91
15551,87.13,213.79
15552,101.03,235.93
15553,84.88,214.29
15554,84.38,NA
15555,84.73,259.87
15556,84.2,241.93
15557,84.68,219.76
15558,84.75,259.05
15559,84.27,229.85
15560,84.07,222.26
15561,84.53,219.17
15563,100.55,239.7
15564,84.4,221.34
15565,84.5,215.88
15566,100.8,NA
15567,84.73,NA
15568,86.3,220.84
15569,84.73,NA
15570,85.83,NA
15571,86.08,220.68
15572,100.13,216.76
15573,107.77,227.03
15574,83.88,247.24
15575,84.27,227.28
15577,83.9,220.45
15578,84.72,216.21
15580,84.08,219.56
15581,84.33,211.57
15582,84.75,215
15583,100.27,246.61
15585,84.33,226.64
15587,84.88,228.84
15588,84.9,218.13
15589,84.15,215.29
15590,84.17,212.9
15591,84.02,212.48
15592,84.92,215.08
15593,84.38,227.96
15594,87.28,209.15
15595,84.15,215.53
15596,85.3,224.95
15597,84.97,224.98
15599,84.07,207.99
15600,84.97,217.72
15601,84.77,222.27
15602,84.28,218.9
15603,84.32,256.31
15604,84.15,228.52
15605,85.45,247.85
15606,83.93,NA
15607,84.17,227.48
15608,84.07,222.47
15609,89.4,215.53
15611,84.5,209.73
15612,84.8,NA
15613,84.23,207.98
15614,84.3,220.56
15615,83.65,223.3
15616,85.47,204.89
15617,84.52,210.67
15618,86.35,223.89
15619,84.03,233.64
15620,84.37,195.65
15621,84.63,NA
15622,84.55,234.12
15623,84.17,226.47
15624,84.37,229.86
15625,85.62,226.55
15626,84.9,235.3
15627,84.32,220.56
15628,84.45,255.88
15629,84.38,217.15
15630,84.77,216.86
15631,84.23,262.69
15632,84.22,229.91
15633,100.5,217.36
15634,84.47,224.5
15635,85.02,220.5
15636,84.22,234.34
15637,84.47,216.42
15639,84.95,219.43
15640,84.9,220.85
15641,83.92,207.49
15642,84.87,260.81
15644,84.85,249.85
15645,85.28,NA
15646,81.3,220.99
15647,84.33,240.65
15650,84.53,205.27
15651,84.75,233.5
15652,84.98,225.44
15653,84.43,210.62
15654,84.13,211.7
15655,84.28,212.18
15656,84.37,231.57
15657,84.6,229.8
15658,84.63,225.61
15659,84.65,225.6
15660,84.47,224.1
15661,83.97,222.82
15663,86.05,249.4
15664,85.02,216.18
15665,83.92,221.81
15667,84.65,252.15
15668,100.85,248.25
15670,84.87,210.43
15671,100.5,205.16
15672,84.62,245.61
15673,84.38,230.46
15675,100.25,246.63
15676,84.93,219.6
15679,86.43,214.96
15680,84.75,225.76
15681,86.75,218.17
15682,82.72,214.17
15683,84.48,212.56
15685,83.78,210.2
15686,86.55,217.64
15687,84.12,218.31
15688,84.6,214.54
15689,85.4,232.38
15690,84.48,261.49
15691,84.33,225.92
15692,85.48,216.48
15693,84.63,239.48
15695,86.3,221.1
15696,84.47,207.97
15698,84.53,228.59
15699,84.58,216.82
15700,86.63,250.63
15701,85.02,222.87
15702,85.78,218.51
15703,84.28,228.77
15704,84.22,230.75
15705,84.88,222.81
15706,86.75,215.75
15709,84.32,237.67
15711,84.65,205.94
15712,84.63,225.69
15714,85.05,217.13
15715,84.33,221.62
15716,84.03,228.45
15717,84.28,217.55
15718,84.63,NA
15720,86.4,225.41
15721,84.12,227.92
15722,85.33,258.27
15723,84.2,221.47
15724,84.02,199.13
15725,84.28,214.76
15726,84.03,219.78
15727,84.45,NA
15728,84.95,206.21
15729,84.45,227.87
15730,84.02,223.93
15731,85.23,219.53
15732,100.2,244.44
15733,86.35,226.1
15734,85,228.02
15735,84.58,236.22
15737,84.23,202.85
15738,84.53,194.51
15741,84.48,207.67
15742,86.02,221.19
15743,84.25,217.87
15744,84.72,230.8
15745,84.55,218.75
15746,84.98,225.47
15747,85.27,228.83
15748,84.62,224.02
15749,84.25,226.34
15751,100.02,NA
15752,84.08,224.53
15753,84.2,212.49
15754,84.23,205.49
15755,84.43,223.96
15756,84.53,229.45
15759,85.02,236.15
15760,84.63,220.35
15761,100.57,NA
15762,84.88,224.43
15763,85.35,208.88
15765,85.17,NA
15766,84.37,210.13
15767,83.97,220.98
15768,84.2,225.46
15769,84.05,208.48
15770,85.23,216.52
15771,84.72,248.19
15772,84.27,218.81
15773,84.3,218.45
15774,84.2,213.54
15775,84.03,225.39
15776,84.38,218.31
15777,84.05,213.84
15778,84.38,218.58
15779,84.12,223.93
15780,85,226.51
15781,84.82,NA
15782,84.85,209.53
15783,84.3,216.6
15784,84.65,239.87
15785,84.57,219.35
15787,84.33,227.66
15789,84.68,215.2
15790,85.05,217.72
15791,86.73,254.78
15792,84.1,223.17
15793,100.47,206.06
15794,83.9,NA
15795,84.35,213.6
15796,101.8,223.89
15797,83.9,220.5
15799,84.23,230.37
15800,84.62,NA
15801,84.32,233.96
15802,84.1,219.98
15805,84.63,228.36
15806,86.38,228.28
15808,84.43,247.6
15809,84.58,219.2
15810,85.37,201.42
15811,84.75,254.73
15812,84.17,257.62
15815,84.53,230.85
15816,83.98,251.71
15817,84.05,222.75
15818,84.65,230.11
15819,84.2,218.65
15820,84.3,237.95
15821,85.12,230.48
15822,84.62,226.74
15823,84.33,226.26
15824,84.62,219.76
15825,84.15,217.11
15828,85.95,226.15
15829,100.43,220.94
15831,84.15,244.62
15832,84.5,219.01
15833,84.5,201.44
15834,84.23,217.71
15836,84.9,NA
